49,1,1,3,2,1,2096,12,0,0,0,1,0,0,0,0,0
35,1,1,1,1,1,9055,36,0,0,0,1,0,0,0,0,0
53,1,2,3,5,1,2835,24,0,0,0,0,1,0,0,0,0
35,1,3,2,2,3,6948,36,0,1,0,0,0,0,0,0,0
61,1,1,3,4,1,3059,12,0,0,0,0,0,1,0,0,0
28,1,3,3,2,3,5234,30,0,1,0,0,0,0,0,0,1
25,0,2,2,2,3,1295,12,0,1,0,0,0,0,0,0,1
22,0,2,3,2,3,1567,12,0,0,0,0,0,1,0,0,0
60,1,1,3,2,2,1199,24,0,1,0,0,0,0,0,0,1
28,0,2,2,2,2,1403,15,0,1,0,0,0,0,0,0,0
32,0,1,3,3,2,1282,24,0,0,0,0,0,1,0,0,1
53,1,2,3,1,1,2424,24,0,0,0,0,0,1,0,0,0
31,1,2,3,5,1,3430,24,0,0,0,0,0,1,0,0,0
48,1,2,3,2,1,2134,9,0,1,0,0,0,0,0,0,0
48,1,1,2,2,2,2241,10,0,1,0,0,0,0,0,0,0
36,1,1,3,2,2,1374,6,0,0,0,0,1,0,0,0,0
39,1,1,3,2,1,426,6,0,0,0,0,0,1,0,0,0
34,1,2,3,2,3,2415,7,0,0,0,0,0,1,0,0,0
27,1,2,3,2,2,4020,24,0,0,0,0,1,0,0,0,0
57,1,1,2,1,1,1264,12,1,0,0,0,0,0,0,0,0
33,0,3,3,2,4,1474,12,0,0,0,0,1,0,0,0,0
25,1,1,3,2,3,4746,45,0,0,0,0,0,1,0,0,1
31,1,2,1,2,1,6110,48,0,0,0,1,0,0,0,0,0
37,1,2,3,2,4,2100,18,0,0,0,0,0,1,0,0,1
37,1,2,3,2,4,1225,10,0,0,1,0,0,0,0,0,0
30,1,3,3,5,1,2333,30,0,0,0,0,0,1,0,0,0
24,1,2,2,3,2,6187,30,0,1,0,0,0,0,0,0,0
58,0,1,1,2,2,6143,48,0,1,0,0,0,0,0,0,1
35,0,3,3,2,1,1393,11,0,1,0,0,0,0,0,0,0
28,0,2,3,3,1,2073,12,0,0,0,0,0,1,0,0,0
30,1,3,3,2,3,5965,27,0,1,0,0,0,0,0,0,0
26,1,1,3,1,1,783,6,0,1,0,0,0,0,0,0,0
52,1,3,3,1,3,6468,12,0,0,0,0,0,1,0,0,1
31,0,2,3,2,1,9566,36,0,0,0,0,0,1,0,0,0
50,1,2,3,1,3,1537,15,0,0,0,0,0,1,0,0,0
61,1,3,1,2,3,1953,36,1,0,0,0,0,0,0,0,1
26,0,2,3,2,1,3181,24,0,0,0,0,0,1,0,0,0
29,0,2,3,2,1,2171,12,0,0,0,0,0,1,0,0,0
22,1,2,3,4,3,1007,12,0,1,0,0,0,0,0,0,0
37,1,2,1,2,1,1819,36,0,0,0,1,0,0,0,0,1
25,0,2,3,1,1,2394,36,0,0,0,0,0,1,0,0,0
30,0,2,3,2,1,8133,36,0,1,0,0,0,0,0,0,0
46,1,1,2,1,1,730,7,0,0,0,0,0,1,0,0,0
41,0,1,3,2,3,5954,42,1,0,0,0,0,0,0,0,0
40,1,3,3,1,2,1977,36,0,0,0,1,0,0,0,0,1
51,1,2,3,2,3,4771,11,0,0,0,0,0,1,0,0,0
39,1,1,3,1,1,9436,54,0,1,0,0,0,0,0,0,0
22,1,2,3,2,3,3832,30,0,0,0,0,1,0,0,0,0
44,0,2,3,1,1,5943,24,0,0,0,0,0,1,0,0,1
24,0,1,2,3,1,1568,18,1,0,0,0,0,0,0,0,0
58,0,1,3,2,2,1755,24,0,0,0,0,0,0,0,1,0
52,1,1,3,2,2,2315,10,0,0,0,0,0,1,0,0,0
47,1,2,1,3,3,12612,36,0,0,0,1,0,0,0,0,1
30,1,3,3,3,2,2249,18,0,1,0,0,0,0,0,0,0
33,0,1,3,1,1,797,12,0,0,0,0,0,1,0,0,1
20,1,2,2,1,4,3617,24,0,0,0,0,1,0,0,0,0
54,1,2,3,4,3,1318,12,0,1,0,0,0,0,0,0,0
34,1,2,3,3,3,2622,18,1,0,0,0,0,0,0,0,0
36,1,3,2,1,3,7057,20,0,1,0,0,0,0,0,0,0
